id	NoAdaptersSRR925687_NoPcr__PE	NoAdaptersSRR925688_NoPcr__PE	NoAdaptersSRR925697_NoPcr__PE	NoAdaptersSRR925703_NoPcr__PE	NoAdaptersSRR925714_NoPcr__PE	NoAdaptersSRR925716_NoPcr__PE	NoAdaptersSRR925720_NoPcr__PE	NoAdaptersSRR925721_NoPcr__PE	NoAdaptersSRR925726_NoPcr__PE	NoAdaptersSRR934634_NoPcr__PE	NoAdaptersSRR934636_NoPcr__PE
ENSG00000075643.5	3.82	4.21	0.33	3.53	14.83	0.19	15.38	7.77	9.62	13.09	0.46
ENSG00000075651.14	2.99	10.97	1.22	8.09	4.75	2.46	4.65	6.34	2.02	2.32	5.58
ENSG00000075673.10	0.25	5.77	0.00	0.04	0.00	0.00	0.00	0.22	0.04	0.37	0.03
ENSG00000075702.15	8.22	2.02	16.85	28.78	29.37	45.07	10.58	5.05	31.40	13.57	23.25
ENSG00000075711.19	17.93	25.45	42.77	13.67	33.62	30.62	21.36	13.97	10.48	16.05	5.68
ENSG00000075785.11	133.96	117.24	144.80	141.00	157.20	113.15	116.61	196.56	127.89	250.83	117.80
ENSG00000075790.9	30.25	10.09	17.25	41.02	16.25	29.07	27.10	23.82	24.91	12.52	6.79
ENSG00000075826.15	2.62	4.92	2.84	3.62	1.67	0.26	2.24	2.47	3.22	0.07	16.76
ENSG00000075856.10	15.91	14.24	20.82	29.11	36.04	26.56	23.83	15.55	29.32	33.60	68.00
ENSG00000075886.10	0.26	1.34	0.04	0.34	0.15	0.46	0.00	0.00	0.56	0.14	0.70
ENSG00000075914.11	88.14	48.99	66.96	49.67	44.57	28.47	69.48	50.87	52.16	44.30	33.93
ENSG00000075945.11	11.53	8.00	7.37	42.58	7.71	6.84	10.75	12.20	7.95	2.93	2.91
ENSG00000075975.14	15.06	12.88	30.18	17.50	41.32	15.10	17.96	14.43	20.22	12.83	20.19
ENSG00000076003.4	45.98	5.17	40.88	48.84	44.24	24.46	31.81	17.72	25.56	24.23	4.72
ENSG00000076043.8	89.24	46.57	70.10	34.92	44.18	40.31	86.24	64.13	67.80	51.31	92.66
ENSG00000076053.9	13.01	8.76	38.29	19.76	13.59	8.41	14.01	13.21	12.93	2.91	4.16
ENSG00000076067.10	15.34	8.27	5.30	5.68	8.10	8.42	18.41	18.20	26.73	8.55	4.82
ENSG00000076108.10	32.33	30.32	13.21	26.78	37.38	15.51	23.45	29.05	23.63	30.45	39.95
ENSG00000076201.13	25.10	21.09	22.90	21.16	12.16	33.44	26.69	27.76	28.63	19.82	42.13
ENSG00000076242.13	17.91	11.97	13.13	58.10	29.96	19.07	22.10	16.97	26.89	23.35	12.32
ENSG00000076248.9	18.29	8.49	42.90	25.55	51.63	15.34	30.21	28.85	58.10	32.27	17.68
ENSG00000076258.8	0.93	2.37	0.80	2.93	0.60	0.18	1.51	0.25	0.45	1.32	0.19
ENSG00000076321.9	10.73	9.75	8.42	9.69	7.40	8.38	14.44	5.85	12.54	7.23	3.21
ENSG00000076344.14	1.49	0.07	0.42	0.16	2.17	0.06	0.49	0.56	0.04	0.00	1.55
ENSG00000076351.11	17.88	11.46	1.67	4.00	11.94	5.80	9.72	8.72	5.56	13.76	5.83
ENSG00000076356.6	16.87	9.23	2.26	1.53	0.44	2.94	26.14	11.03	8.18	18.75	0.06
ENSG00000076382.15	41.40	17.63	33.19	67.33	83.79	26.87	28.96	7.92	95.19	32.80	16.51
ENSG00000076513.15	13.34	27.56	17.54	11.89	44.98	57.72	23.28	25.48	31.52	24.13	0.12
ENSG00000076554.14	38.45	24.62	29.79	22.93	58.91	5.42	53.47	31.88	30.99	35.04	40.75
ENSG00000076555.14	2.42	2.58	1.13	2.77	3.15	2.15	1.71	0.43	2.07	0.70	3.37
ENSG00000076604.13	120.39	153.46	38.96	18.17	45.05	37.49	82.98	137.56	68.59	126.13	58.01
ENSG00000076641.4	1.47	0.23	0.84	2.69	1.54	5.78	1.07	0.02	0.92	1.34	1.92
ENSG00000076650.5	5.08	3.49	6.73	8.80	7.42	9.12	5.78	7.19	5.91	6.99	4.60
ENSG00000076662.8	11.16	4.92	14.37	11.64	10.16	20.13	17.01	18.88	5.95	15.96	34.62
ENSG00000076685.17	26.61	25.07	39.09	25.25	23.15	14.97	18.28	24.84	32.95	12.63	5.93
ENSG00000076706.13	35.95	0.24	1.74	10.39	14.54	4.94	9.61	22.89	25.71	53.72	8.95
ENSG00000076716.8	1.82	1.61	0.09	35.24	0.43	1.32	0.70	0.04	0.03	1.14	1.64
ENSG00000076770.13	5.65	3.46	0.00	1.23	0.27	0.01	2.75	2.66	5.23	2.39	0.92
ENSG00000076826.8	9.26	11.65	0.24	0.44	0.12	0.89	6.87	6.91	0.05	10.06	0.93
ENSG00000076864.18	3.78	1.27	0.18	7.27	1.93	1.22	0.57	4.02	1.05	1.44	3.21
ENSG00000076924.10	40.27	24.39	30.90	21.93	29.58	60.76	34.37	29.18	40.25	47.91	92.18
ENSG00000076928.16	86.42	56.50	39.49	13.16	29.02	82.80	101.79	100.60	84.81	106.80	62.18
ENSG00000076944.13	82.37	64.08	4.01	31.71	39.40	2.01	71.81	92.84	73.04	104.54	14.46
ENSG00000076984.16	18.88	15.72	23.94	7.87	15.89	31.75	23.64	21.71	28.33	36.34	46.89
ENSG00000077044.8	9.45	2.76	16.05	30.76	27.14	13.87	6.88	16.51	18.21	8.22	202.90
ENSG00000077063.9	0.00	0.22	0.00	0.36	0.00	1.47	0.00	0.00	0.03	0.00	0.02
ENSG00000077092.17	0.00	6.81	2.04	0.07	0.20	7.68	0.00	0.00	0.07	0.00	0.19
ENSG00000077097.12	14.78	13.45	23.18	56.89	39.75	8.11	16.43	7.88	19.24	2.50	3.34
ENSG00000077147.13	23.06	17.49	31.00	45.30	42.86	15.85	30.80	18.12	39.17	11.80	5.49
ENSG00000077150.16	15.77	23.11	24.87	12.11	14.65	40.30	31.28	69.00	42.93	30.63	104.35
ENSG00000077152.8	51.02	21.18	79.52	103.38	63.76	41.98	83.10	26.32	137.95	29.91	17.78
ENSG00000077157.19	4.36	2.16	2.93	6.84	3.37	1.87	4.39	2.64	4.26	0.73	3.92
ENSG00000077232.15	26.58	16.20	23.98	38.92	44.38	15.20	33.05	22.95	32.49	5.93	10.78
ENSG00000077235.16	37.86	25.10	39.01	38.95	41.02	35.47	26.31	27.24	46.80	31.90	54.54
ENSG00000077238.12	40.53	30.55	10.14	11.67	4.29	19.13	41.85	39.39	18.22	42.15	10.03
ENSG00000077254.13	11.01	7.68	12.86	18.89	20.20	9.46	8.55	6.09	15.15	3.74	7.52
ENSG00000077264.13	0.59	0.67	0.06	0.14	2.36	0.08	0.27	0.86	0.01	0.00	2.11
ENSG00000077274.8	0.39	3.09	0.00	0.00	0.00	0.00	0.31	0.00	0.17	0.00	0.03
ENSG00000077312.7	156.84	86.18	157.93	120.76	122.14	111.40	144.09	71.92	97.72	108.12	138.74
ENSG00000077348.7	26.94	29.92	48.23	15.55	35.34	71.15	43.37	33.36	65.59	57.63	95.37
ENSG00000077380.14	59.61	57.30	44.79	48.31	54.92	34.03	58.85	60.36	35.45	36.67	54.60
ENSG00000077454.14	26.29	30.39	10.69	23.46	10.36	28.20	20.31	21.37	66.40	24.79	21.78
ENSG00000077458.11	8.66	8.00	11.85	9.55	16.85	5.68	9.06	2.04	8.27	1.51	3.35
ENSG00000077463.13	27.72	23.50	16.14	7.89	8.47	37.10	27.73	50.39	28.05	34.16	59.74
ENSG00000077514.7	14.68	5.18	23.38	20.16	31.90	11.63	15.53	6.75	12.72	7.26	2.75
ENSG00000077549.16	195.54	130.44	174.94	185.35	148.38	232.84	156.76	90.47	151.02	212.70	208.49
ENSG00000077585.12	5.25	10.43	5.14	1.90	3.32	0.32	10.05	0.09	6.68	2.99	3.65
ENSG00000077684.14	4.77	4.67	14.76	36.88	18.11	14.56	7.13	5.46	9.76	11.64	32.10
ENSG00000077713.17	9.66	12.08	26.81	16.11	12.74	6.64	14.64	16.97	9.11	12.76	4.08
ENSG00000077721.14	40.61	37.62	99.19	51.67	75.51	37.96	39.25	68.62	71.75	34.11	26.26
ENSG00000077782.18	12.26	1.30	65.92	49.71	194.91	60.79	4.58	46.74	45.30	7.56	161.81
ENSG00000077935.15	0.00	0.00	0.00	12.89	0.82	0.03	0.00	0.05	0.04	0.00	0.81
ENSG00000077942.16	370.08	54.99	9.32	17.86	34.91	90.28	107.27	132.74	2.59	76.15	6.32
ENSG00000077943.7	0.00	0.00	0.00	0.00	0.01	1.21	0.00	0.00	0.01	0.00	0.00
ENSG00000078018.18	3.89	14.15	7.92	1.27	1.17	0.78	1.25	2.11	1.07	0.21	77.65
ENSG00000078043.14	7.74	3.77	12.10	12.77	29.80	5.98	7.57	10.91	6.13	4.99	2.03
ENSG00000078053.15	0.04	0.02	0.05	1.37	0.29	3.75	0.44	0.00	0.00	0.37	0.91
ENSG00000078061.11	45.79	43.91	56.07	21.15	27.53	14.43	46.78	49.55	33.99	33.03	37.92
ENSG00000078070.10	4.95	12.43	13.67	6.70	14.11	11.23	10.18	5.10	11.15	8.70	6.18
ENSG00000078081.6	0.05	1.87	0.00	0.20	0.16	0.09	0.87	0.00	0.02	0.00	2.31
ENSG00000078098.12	13.05	4.23	0.18	2.53	2.25	6.55	7.85	15.15	0.00	1.23	1.79
ENSG00000078114.17	8.14	11.24	0.01	0.10	0.51	0.02	5.28	2.42	0.08	1.66	0.24
ENSG00000078124.10	10.96	1.17	8.70	5.37	10.53	7.15	10.73	3.93	10.27	8.63	7.43
ENSG00000078140.12	70.66	47.45	42.49	104.29	120.86	109.27	57.19	74.27	96.04	47.92	123.47
ENSG00000078142.10	18.64	24.81	25.10	54.61	82.25	14.60	23.77	21.01	24.61	13.74	2.38
ENSG00000078177.12	0.48	0.93	0.76	2.46	2.62	0.70	0.84	0.78	1.26	0.19	0.27
ENSG00000078237.5	27.74	19.23	7.28	12.61	11.35	5.55	13.69	12.89	9.48	26.35	3.77
ENSG00000078246.14	19.02	10.69	16.47	23.47	17.91	15.06	13.11	13.37	27.54	13.96	19.80
ENSG00000078269.12	7.26	3.10	11.96	12.03	6.01	35.26	4.03	21.41	29.51	4.38	24.26
ENSG00000078304.18	49.58	37.83	47.08	118.44	57.85	22.67	45.70	42.92	47.90	44.95	55.09
ENSG00000078319.8	5.31	2.20	3.60	14.25	3.82	5.23	4.67	3.12	6.16	4.12	5.11
ENSG00000078369.16	214.95	203.83	338.04	202.11	250.80	291.71	233.21	164.08	239.89	197.20	599.89
ENSG00000078399.14	3.90	0.00	0.00	14.95	0.66	13.20	27.47	11.74	0.00	25.94	0.00
ENSG00000078401.6	0.47	10.20	26.47	0.18	0.47	16.95	5.10	7.04	28.74	9.80	0.00
ENSG00000078403.15	14.19	11.15	16.67	24.81	19.13	8.04	13.55	15.21	16.72	3.84	33.31
ENSG00000078487.16	1.20	2.39	0.22	18.11	1.70	1.84	1.92	1.78	2.16	0.32	23.94
ENSG00000078618.18	48.75	39.24	63.59	106.49	57.32	60.35	48.72	31.70	55.23	48.99	147.36
ENSG00000078668.12	96.80	65.27	182.26	95.35	134.20	58.55	136.31	70.86	111.28	52.30	22.64
ENSG00000078674.16	9.48	10.57	34.85	52.35	41.74	24.76	16.01	12.07	13.52	3.20	6.62
ENSG00000078687.15	2.05	1.45	2.06	10.22	10.72	3.44	2.25	1.14	4.78	4.01	11.94
ENSG00000078699.20	5.60	7.50	7.63	9.52	6.65	5.14	7.58	4.29	4.67	3.87	12.03
ENSG00000078725.11	0.90	0.72	1.31	5.47	0.00	0.04	0.00	0.00	0.00	0.00	0.03
ENSG00000078747.11	26.26	15.11	22.36	22.15	44.54	8.48	20.16	8.31	11.75	9.10	8.69
ENSG00000078795.15	0.28	0.11	0.00	1.22	0.86	1.05	0.11	0.00	0.12	0.00	0.00
ENSG00000078804.11	1.56	5.72	10.45	4.45	11.52	8.42	2.77	3.19	8.64	3.97	12.79
ENSG00000078808.15	98.98	102.00	189.96	80.25	60.42	162.62	95.72	71.91	91.30	70.65	202.62
ENSG00000078814.14	0.08	0.43	0.16	2.55	1.04	1.05	0.00	0.06	0.30	0.00	0.56
ENSG00000078900.13	0.27	10.90	3.34	0.00	0.43	0.66	2.29	0.19	2.79	3.22	0.60
ENSG00000078902.14	53.57	74.77	21.75	12.29	13.29	155.06	35.47	40.80	34.26	26.68	82.09
ENSG00000078967.11	7.10	6.84	17.26	11.12	8.16	26.04	10.36	14.89	20.92	12.49	20.87
ENSG00000079101.15	0.18	1.32	0.03	0.89	0.00	0.00	0.15	0.00	0.00	0.00	0.00
ENSG00000079102.15	0.00	0.06	0.01	0.08	0.00	2.06	0.00	0.01	0.01	0.00	0.05
ENSG00000079134.10	10.69	6.14	16.83	15.25	34.11	9.97	10.63	6.07	15.95	5.17	4.74
ENSG00000079150.16	2.75	3.24	6.69	38.12	5.17	3.52	4.98	3.44	7.20	0.57	4.95
ENSG00000079156.15	4.94	1.87	9.61	22.49	5.74	1.40	7.77	6.15	2.82	4.22	11.75
ENSG00000079215.12	7.44	12.69	7.36	9.85	1.05	0.88	10.48	1.27	2.11	16.77	7.22
ENSG00000079246.14	153.63	100.40	158.01	109.24	218.98	123.32	137.31	108.92	189.74	47.45	72.92
ENSG00000079257.6	6.54	7.42	0.06	0.00	4.10	0.00	5.13	19.33	7.76	1.69	0.43
ENSG00000079263.17	1.30	0.33	0.63	0.85	0.72	0.83	0.46	0.41	0.62	0.00	0.00
ENSG00000079277.18	26.81	27.40	16.33	26.08	12.46	14.72	24.84	36.40	24.17	30.55	35.71
ENSG00000079308.15	0.48	0.65	0.00	1.06	2.91	19.48	0.70	1.22	1.64	0.95	0.26
ENSG00000079313.10	27.79	17.17	17.70	13.89	28.21	40.18	23.51	23.37	35.00	37.45	83.95
ENSG00000079332.13	42.77	27.70	50.09	39.58	65.35	39.17	32.22	31.33	63.88	52.14	38.70
ENSG00000079335.16	0.73	0.65	0.72	0.91	7.63	0.86	1.05	1.36	3.83	0.11	0.73
ENSG00000079337.14	13.37	15.30	0.98	2.07	0.45	4.97	5.96	5.09	3.00	5.10	0.79
ENSG00000079385.20	5.26	0.68	0.05	0.47	0.13	0.11	0.82	30.39	0.24	6.43	0.09
ENSG00000079387.12	8.12	6.15	13.56	10.12	16.92	5.11	7.20	5.63	10.67	1.92	1.63
ENSG00000079393.19	0.43	7.82	0.00	0.00	0.09	0.00	0.00	0.00	1.10	1.02	0.00
ENSG00000079432.6	30.36	27.30	35.86	11.73	14.63	68.33	22.71	23.03	27.91	32.14	72.35
ENSG00000079435.8	16.01	17.09	1.66	0.77	4.93	5.14	8.14	3.52	6.24	10.56	6.71
ENSG00000079459.11	260.05	179.17	96.95	91.69	107.14	88.26	218.80	73.77	86.70	241.30	47.93
ENSG00000079462.6	99.88	67.91	134.41	52.87	40.29	125.80	74.02	90.53	114.39	80.56	1.29
ENSG00000079482.12	2.58	3.30	3.93	8.70	7.59	4.77	1.01	1.27	4.77	1.03	2.97
ENSG00000079616.11	77.52	41.11	75.51	150.39	79.62	62.78	55.89	29.07	109.07	59.06	76.33
ENSG00000079691.16	2.90	10.16	5.20	6.25	4.95	3.76	6.20	5.94	4.37	4.30	2.66
ENSG00000079739.14	69.77	50.49	43.15	44.65	11.08	24.37	64.29	59.30	42.89	69.76	47.45
ENSG00000079785.13	58.28	34.24	52.35	55.17	28.57	44.42	59.94	43.21	54.83	13.17	4.14
ENSG00000079805.15	75.61	54.80	72.51	43.91	81.03	115.18	85.39	89.63	127.97	96.91	151.69
ENSG00000079819.15	10.38	6.88	18.90	58.93	53.90	42.89	8.06	13.28	37.83	7.29	24.62
ENSG00000079841.17	0.00	0.00	0.32	0.05	0.22	0.34	0.00	0.00	1.28	0.00	0.07
ENSG00000079931.13	1.36	0.38	19.96	0.81	2.12	0.65	0.03	0.00	0.53	0.00	0.00
ENSG00000079950.12	7.87	20.26	12.41	8.81	10.95	4.45	13.16	14.15	9.64	4.07	3.18
ENSG00000079974.16	33.89	10.44	15.51	20.65	29.86	11.17	13.17	18.60	8.26	7.13	19.02
ENSG00000079999.12	60.49	56.36	63.77	61.13	105.81	103.81	65.40	56.54	80.50	63.56	182.39
ENSG00000080007.7	0.00	1.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000080031.8	0.02	0.83	2.70	0.25	0.50	2.04	0.31	3.75	0.63	0.52	74.80
ENSG00000080189.13	38.43	41.38	54.24	27.04	30.69	55.78	33.25	36.28	35.64	39.63	43.22
ENSG00000080200.8	3.80	2.06	2.04	0.53	2.05	1.71	2.20	2.90	3.12	0.34	0.42
ENSG00000080298.14	1.43	0.86	0.40	3.30	5.44	1.51	1.16	1.17	0.74	2.70	1.96
ENSG00000080345.16	5.35	2.66	6.77	12.08	19.20	6.64	5.29	2.64	5.93	1.96	1.71
ENSG00000080371.5	16.79	17.67	17.33	24.76	29.56	11.02	16.39	21.58	25.51	6.09	2.20
ENSG00000080493.12	0.41	0.10	0.00	0.04	0.03	2.26	0.00	0.00	0.36	0.00	0.90
ENSG00000080503.18	19.70	36.87	11.91	73.42	33.54	10.89	16.02	16.54	23.70	32.05	6.68
ENSG00000080546.12	6.77	24.95	2.66	6.08	2.60	0.92	10.06	7.65	1.64	2.67	0.30
ENSG00000080561.12	2.17	3.13	0.00	0.02	3.49	0.00	2.49	5.57	4.46	2.14	0.00
ENSG00000080573.6	0.12	3.26	0.02	12.59	10.86	47.23	0.02	0.30	0.00	0.69	0.07
ENSG00000080603.15	36.47	46.79	36.13	30.13	20.89	45.85	28.58	47.75	33.28	22.42	51.49
ENSG00000080608.9	24.30	13.99	33.73	55.60	124.67	16.93	24.99	17.48	43.12	38.47	6.83
ENSG00000080802.17	7.22	5.42	7.21	26.18	16.23	8.03	7.66	7.38	8.16	8.76	4.98
ENSG00000080815.17	23.59	28.94	14.71	14.13	19.58	17.51	29.66	35.89	20.40	35.29	29.42
ENSG00000080819.5	13.15	5.35	9.42	5.48	5.55	27.73	10.76	8.79	12.84	17.29	21.04
ENSG00000080822.15	44.78	85.95	27.06	32.99	40.19	28.83	51.18	62.82	77.10	33.65	9.57
ENSG00000080823.20	44.38	11.58	43.72	36.49	35.22	122.05	61.80	43.34	39.94	21.37	44.67
ENSG00000080824.17	298.65	71.49	433.04	940.47	874.27	322.81	274.33	198.68	472.40	347.18	264.26
ENSG00000080839.10	6.97	2.62	9.25	8.41	21.33	12.22	5.72	2.48	10.89	2.52	8.91
ENSG00000080845.16	50.28	51.21	83.09	25.12	32.18	65.91	43.07	62.18	58.28	49.01	96.88
ENSG00000080854.13	1.57	0.00	0.56	0.15	0.65	4.15	3.45	5.21	0.00	0.98	0.69
ENSG00000080947.13	2.76	8.49	1.02	2.16	1.69	5.21	0.62	0.86	0.40	0.15	29.14
ENSG00000080986.11	20.79	9.41	18.83	50.34	57.46	18.47	14.85	5.35	46.04	10.21	24.99
ENSG00000081014.9	2.76	2.94	3.43	3.86	4.22	2.67	3.91	3.00	4.52	0.82	0.70
ENSG00000081019.12	6.18	4.65	4.62	5.62	8.99	2.98	3.74	3.26	9.92	2.38	2.39
ENSG00000081026.17	3.05	2.49	7.99	4.36	10.69	1.79	3.62	2.22	8.22	0.84	1.52
ENSG00000081041.8	2.09	0.48	2.02	0.49	2.49	1.19	8.22	59.02	1.71	4.21	39.35
ENSG00000081051.6	0.12	0.00	1.28	1.09	0.03	1.58	0.00	0.35	0.99	0.38	0.19
ENSG00000081059.18	5.44	0.07	4.48	25.94	10.06	28.42	0.97	6.83	1.43	4.39	358.88
ENSG00000081087.13	1.96	5.63	21.74	15.14	18.14	21.99	5.61	10.16	7.10	4.12	18.14
ENSG00000081154.10	38.99	44.54	62.76	44.79	43.44	32.81	42.96	25.78	65.09	26.01	20.63
ENSG00000081177.17	7.10	11.17	4.29	4.44	7.19	5.39	10.96	8.87	2.53	6.39	11.42
ENSG00000081181.6	1.15	2.20	3.60	4.79	1.48	1.18	23.26	1.65	8.91	5.58	5.34
ENSG00000081189.12	0.16	0.00	0.00	1.19	1.19	2.45	0.00	0.00	6.46	0.00	41.78
ENSG00000081277.10	41.67	288.73	0.04	0.13	0.17	0.00	1.18	0.29	0.07	275.24	0.16
ENSG00000081307.11	20.37	11.28	24.82	21.36	38.82	32.25	13.93	20.04	10.58	45.41	50.25
ENSG00000081320.9	2.42	2.50	5.74	4.68	4.15	5.58	3.01	4.14	6.45	2.57	1.44
ENSG00000081377.15	3.50	2.65	2.55	4.02	8.79	2.15	3.47	4.07	4.28	1.37	5.50
ENSG00000081386.11	3.10	1.79	4.03	3.01	8.21	1.53	2.89	1.65	3.72	2.79	3.31
ENSG00000081665.12	0.44	0.64	2.71	9.23	5.89	1.14	0.54	0.88	0.20	0.86	0.49
ENSG00000081692.11	25.57	10.30	29.75	8.34	39.16	19.25	31.12	33.40	23.68	31.26	24.72
ENSG00000081721.10	25.75	13.97	39.93	18.68	45.38	28.67	31.68	31.31	49.03	26.39	26.46
ENSG00000081760.15	19.02	11.85	11.50	11.20	31.94	13.06	16.51	22.46	22.24	44.01	7.88
ENSG00000081791.7	53.45	77.02	58.40	41.18	44.66	60.84	66.19	50.06	49.76	40.38	50.12
ENSG00000081803.14	0.02	0.02	0.00	0.00	0.08	0.03	1.62	0.86	1.68	0.00	0.07
ENSG00000081818.3	0.00	3.88	0.08	0.57	0.11	0.73	0.00	0.35	0.00	0.05	4.90
ENSG00000081842.16	0.07	0.04	0.00	0.00	0.03	0.24	0.00	2.92	0.00	2.03	0.38
ENSG00000081853.14	0.01	0.27	0.00	0.19	5.89	2.18	0.09	0.02	0.00	0.00	2.08
ENSG00000081870.10	32.35	10.01	34.07	27.77	21.17	18.52	17.22	9.41	34.81	9.61	10.87
ENSG00000081913.12	4.63	4.69	3.43	1.31	20.86	3.01	2.72	4.53	3.92	2.35	2.23
ENSG00000081923.9	5.24	5.65	23.25	1.89	1.85	28.72	0.27	3.32	4.44	0.23	1.91
ENSG00000082014.15	23.05	6.54	19.28	30.71	13.79	16.01	6.29	5.66	9.29	7.22	59.74
ENSG00000082068.7	12.22	13.39	19.27	30.93	22.81	24.11	13.91	11.97	13.34	25.21	8.83
ENSG00000082074.14	18.36	9.50	0.02	0.55	0.02	0.02	2.49	5.90	0.00	1.39	0.00
